Secteur d'activité;Année;Trimestre;Dernier jour du trimestre;Immatriculations;Radiations;Economiquement actifs;Administrativement actifs;Chiffres d'affaires
HZ3 - Activités de poste et de courrier;2015;2;2015-06-30;505.0;166.0;685.0;2173.0;1691681.0
QZ - Santé;2015;2;2015-06-30;2842.0;1116.0;36527.0;47628.0;93649654.0
S2 - Coiffure et soins du corps;2015;2;2015-06-30;2436.0;1638.0;38432.0;50605.0;95787446.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2015;3;2015-09-30;213.0;185.0;1744.0;3078.0;9221899.0
M3 - Conseil pour les affaires et autres conseils de gestion;2015;3;2015-09-30;3670.0;2317.0;23072.0;49674.0;93203500.0
S1 - Réparations hors automobile;2015;3;2015-09-30;993.0;780.0;15692.0;24229.0;40903947.0
G2 - Commerce de gros, intermédiaires du commerce;2015;4;2015-12-31;2308.0;5235.0;12627.0;23977.0;63157407.0
HZ1 - Taxis - VTC;2015;4;2015-12-31;1189.0;1379.0;2482.0;7645.0;8266643.0
HZ3 - Activités de poste et de courrier;2015;4;2015-12-31;2132.0;667.0;1496.0;4266.0;3124849.0
F2 - BTP travaux d'installation;2016;1;2016-03-31;3006.0;1234.0;20339.0;34264.0;101157038.0
G2 - Commerce de gros, intermédiaires du commerce;2016;1;2016-03-31;3302.0;1225.0;11748.0;26054.0;53490791.0
IZ1 - Hébergement;2016;1;2016-03-31;444.0;133.0;4052.0;6076.0;12721017.0
R2 - Activités sportives;2016;1;2016-03-31;2172.0;694.0;19452.0;29202.0;53724342.0
N1 - Activités de nettoyage;2016;2;2016-06-30;2693.0;833.0;19189.0;30937.0;57698378.0
N2 - Autres activités de service administratif et de soutien;2016;2;2016-06-30;2920.0;1464.0;23546.0;39439.0;78946847.0
F2 - BTP travaux d'installation;2016;3;2016-09-30;1851.0;1032.0;21496.0;36330.0;109406400.0
G6 - Commerce de détail non spécialisé;2016;3;2016-09-30;2096.0;1355.0;17467.0;32621.0;57158487.0
HZ3 - Activités de poste et de courrier;2016;3;2016-09-30;3039.0;1089.0;3068.0;10695.0;5054747.0
IZ1 - Hébergement;2016;3;2016-09-30;330.0;156.0;5704.0;6610.0;48038246.0
M2 - Activités comptables, de conseil et d'ingénierie;2016;3;2016-09-30;2749.0;1512.0;20227.0;40659.0;79352768.0
N1 - Activités de nettoyage;2016;3;2016-09-30;1941.0;875.0;19894.0;32003.0;61513086.0
S3 - Autres services personnels;2016;3;2016-09-30;2524.0;1332.0;27138.0;42740.0;66164915.0
M2 - Activités comptables, de conseil et d'ingénierie;2016;4;2016-12-31;2863.0;6372.0;22487.0;37150.0;99389422.0
S3 - Autres services personnels;2016;4;2016-12-31;2659.0;5174.0;27917.0;40225.0;70824472.0
IZ2 - Restauration et débits de boissons;2017;1;2017-03-31;2993.0;1164.0;15186.0;28936.0;64938724.0
LZ - Activités immobilières;2017;1;2017-03-31;2732.0;751.0;8201.0;18591.0;45280219.0
HZ3 - Activités de poste et de courrier;2017;2;2017-06-30;4435.0;1382.0;4839.0;19276.0;7576150.0
R1 - Arts, spectacles et autres activités récréatives;2017;2;2017-06-30;4335.0;1555.0;35899.0;64336.0;90427061.0
AZ - Agriculture, sylviculture et pêche;2017;3;2017-09-30;128.0;60.0;1699.0;2536.0;5585308.0
G1 - Commerce-réparation d'automobiles;2017;3;2017-09-30;2111.0;1135.0;14222.0;29992.0;57880078.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2017;3;2017-09-30;274.0;183.0;1889.0;3198.0;10398681.0
M3 - Conseil pour les affaires et autres conseils de gestion;2017;3;2017-09-30;7119.0;3099.0;27804.0;64303.0;110442246.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2017;3;2017-09-30;2123.0;968.0;16785.0;33017.0;54848958.0
CZ1 - Industrie;2017;4;2017-12-31;3249.0;5770.0;43764.0;61015.0;146676305.0
HZ2 - Transports routier de fret et déménagement;2017;4;2017-12-31;250.0;467.0;1111.0;2430.0;3712878.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2017;4;2017-12-31;2293.0;3918.0;18322.0;31392.0;66985026.0
HZ2 - Transports routier de fret et déménagement;2018;1;2018-03-31;390.0;130.0;1127.0;2690.0;3299261.0
IZ1 - Hébergement;2018;1;2018-03-31;619.0;111.0;4976.0;7628.0;16384031.0
LZ - Activités immobilières;2018;1;2018-03-31;3745.0;1041.0;10193.0;23822.0;65447502.0
M2 - Activités comptables, de conseil et d'ingénierie;2018;1;2018-03-31;5372.0;1789.0;23810.0;44855.0;113043841.0
AZ - Agriculture, sylviculture et pêche;2018;2;2018-06-30;151.0;54.0;1697.0;2603.0;6021602.0
JZ - Informatique, information et communication;2018;2;2018-06-30;4382.0;1964.0;25676.0;51610.0;111827105.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2018;2;2018-06-30;2260.0;972.0;19020.0;35201.0;73632832.0
QZ - Santé;2018;2;2018-06-30;3789.0;1599.0;54821.0;70550.0;164512487.0
UZ - Autres;2018;4;2018-12-31;1.0;6.0;31.0;51.0;107724.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2019;1;2019-03-31;4325.0;1085.0;21160.0;38540.0;84525727.0
S2 - Coiffure et soins du corps;2019;2;2019-06-30;3627.0;1246.0;49557.0;61990.0;151331228.0
HZ2 - Transports routier de fret et déménagement;2019;3;2019-09-30;510.0;182.0;1787.0;3983.0;6163204.0
IZ1 - Hébergement;2019;3;2019-09-30;517.0;226.0;8166.0;9580.0;77962698.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2019;4;2019-12-31;3243.0;4886.0;29472.0;48240.0;141790270.0
HZ4 - Autres activités de transports et entreposage;2020;1;2020-03-31;380.0;115.0;1625.0;4002.0;5411400.0
UZ - Autres;2020;1;2020-03-31;3.0;1.0;30.0;59.0;70749.0
CZ2 - Métiers de bouche;2020;2;2020-06-30;1095.0;474.0;12219.0;24474.0;49466354.0
G1 - Commerce-réparation d'automobiles;2020;2;2020-06-30;2768.0;889.0;18274.0;42038.0;78540669.0
G2 - Commerce de gros, intermédiaires du commerce;2020;2;2020-06-30;3725.0;1244.0;19546.0;50619.0;117299748.0
HZ4 - Autres activités de transports et entreposage;2020;2;2020-06-30;241.0;86.0;1435.0;4157.0;4318667.0
M5 - Autres activités scientifiques et techniques;2020;2;2020-06-30;4295.0;1474.0;37272.0;83549.0;137226522.0
N1 - Activités de nettoyage;2020;2;2020-06-30;4201.0;900.0;34945.0;60841.0;115363447.0
G2 - Commerce de gros, intermédiaires du commerce;2020;3;2020-09-30;5778.0;1726.0;23724.0;54671.0;165078608.0
KZ - Activités financières et d'assurance;2020;3;2020-09-30;939.0;387.0;5455.0;11284.0;32964691.0
M1 - Activités juridiques;2020;3;2020-09-30;83.0;28.0;1054.0;1530.0;7903882.0
S3 - Autres services personnels;2020;3;2020-09-30;6888.0;2009.0;51332.0;85609.0;139942272.0
HZ4 - Autres activités de transports et entreposage;2020;4;2020-12-31;369.0;635.0;1878.0;4133.0;6812106.0
M3 - Conseil pour les affaires et autres conseils de gestion;2020;4;2020-12-31;11941.0;18162.0;53256.0;113835.0;321985822.0
M5 - Autres activités scientifiques et techniques;2020;4;2020-12-31;5696.0;8194.0;48211.0;85252.0;215582606.0
G5 - Commerce de détail sur marchés non classé ailleurs;2021;3;2021-09-30;1483.0;700.0;32869.0;51755.0;114374015.0
JZ - Informatique, information et communication;2021;3;2021-09-30;7939.0;2565.0;45789.0;95455.0;282502663.0
F1 - BTP gros-oeuvre;2021;4;2021-12-31;3582.0;7094.0;44606.0;69015.0;333973302.0
N2 - Autres activités de service administratif et de soutien;2021;4;2021-12-31;4719.0;8606.0;42769.0;68256.0;192377024.0
AZ - Agriculture, sylviculture et pêche;2022;1;2022-03-31;158.0;36.0;2109.0;3132.0;8331769.0
CZ1 - Industrie;2022;1;2022-03-31;10164.0;1988.0;75480.0;126572.0;246379315.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2022;1;2022-03-31;451.0;195.0;2946.0;6803.0;15559014.0
AZ - Agriculture, sylviculture et pêche;2022;2;2022-06-30;119.0;63.0;2139.0;3188.0;9407976.0
HZ4 - Autres activités de transports et entreposage;2022;3;2022-09-30;406.0;123.0;2375.0;5251.0;10547478.0
QZ - Santé;2022;3;2022-09-30;5516.0;2252.0;80490.0;111649.0;278171017.0
S2 - Coiffure et soins du corps;2022;4;2022-12-31;6243.0;6512.3382883;75462.0;101836.0;245896158.0
UZ - Autres;2022;4;2022-12-31;6.0;5.0;41.0;62.0;184044.0
G5 - Commerce de détail sur marchés non classé ailleurs;2023;1;2023-03-31;2118.0;569.0;29683.0;49939.0;82434129.0
M2 - Activités comptables, de conseil et d'ingénierie;2023;1;2023-03-31;8629.0;2881.0;45423.0;97744.0;277940836.0
S2 - Coiffure et soins du corps;2023;1;2023-03-31;7948.0;1866.0;76763.0;107918.0;232374212.0
UZ - Autres;2023;1;2023-03-31;6.0;4.0;36.0;64.0;118842.0
S2 - Coiffure et soins du corps;2023;2;2023-06-30;6187.0;1981.0;79157.0;112124.0;262417134.0
R1 - Arts, spectacles et autres activités récréatives;2023;3;2023-09-30;8160.0;1880.0;68894.0;131761.0;244996252.0
F3 - BTP travaux de finition;2023;4;2023-12-31;5254.0;11484.497682;74148.0;117253.0;535233577.0
HZ3 - Activités de poste et de courrier;2023;4;2023-12-31;15928.0;69387.897129;36004.0;163142.0;48607319.0
S2 - Coiffure et soins du corps;2023;4;2023-12-31;6776.0;8170.5599099;83087.0;114925.0;273863917.0
PZ - Enseignement;2024;1;2024-03-31;10445.0;2422.0;94877.0;155704.0;374563347.0
G1 - Commerce-réparation d'automobiles;2024;2;2024-06-30;5040.0;1656.0;27211.0;63695.0;145764328.0
G5 - Commerce de détail sur marchés non classé ailleurs;2024;3;2024-09-30;1801.0;589.0;33936.0;54269.0;126505712.0
N1 - Activités de nettoyage;2024;3;2024-09-30;11417.0;2443.0;80260.0;152400.0;344581073.0
HZ1 - Taxis - VTC;2024;4;2024-12-31;2464.0;4373.5735294;16266.0;31869.0;70890098.0
HZ3 - Activités de poste et de courrier;2024;4;2024-12-31;19044.0;49110.522299;31292.0;169650.0;46300596.0
LZ - Activités immobilières;2024;4;2024-12-31;4494.0;11258.714008;28599.0;66278.0;243722122.0
M5 - Autres activités scientifiques et techniques;2024;4;2024-12-31;6357.0;12707.244447;63642.0;121426.0;336257202.0
HZ3 - Activités de poste et de courrier;2009;1;2009-03-31;71.0;5.0;4.0;66.0;6957.0
M2 - Activités comptables, de conseil et d'ingénierie;2009;1;2009-03-31;2128.0;10.0;251.0;2118.0;1101938.0
AZ - Agriculture, sylviculture et pêche;2009;2;2009-06-30;197.0;5.0;155.0;416.0;405434.0
N2 - Autres activités de service administratif et de soutien;2009;2;2009-06-30;4933.0;178.0;2388.0;8628.0;8013062.0
PZ - Enseignement;2009;2;2009-06-30;3642.0;94.0;2142.0;6755.0;6724355.0
G1 - Commerce-réparation d'automobiles;2009;3;2009-09-30;1467.0;123.0;1537.0;4044.0;6097847.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2009;4;2009-12-31;306.0;73.0;438.0;1053.0;2344441.0
IZ2 - Restauration et débits de boissons;2009;4;2009-12-31;1740.0;452.0;2877.0;6998.0;14861738.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2009;4;2009-12-31;3164.0;448.0;3921.0;10768.0;11987786.0
AZ - Agriculture, sylviculture et pêche;2010;1;2010-03-31;280.0;39.0;456.0;953.0;1186733.0
R1 - Arts, spectacles et autres activités récréatives;2010;1;2010-03-31;6740.0;448.0;8458.0;21709.0;18383082.0
KZ - Activités financières et d'assurance;2010;2;2010-06-30;534.0;144.0;1129.0;3006.0;4645006.0
S2 - Coiffure et soins du corps;2010;2;2010-06-30;4219.0;823.0;15893.0;24647.0;38771084.0
S2 - Coiffure et soins du corps;2010;3;2010-09-30;3655.0;1040.0;17418.0;27262.0;40525576.0
UZ - Autres;2010;3;2010-09-30;16.0;6.0;46.0;122.0;178004.0
G2 - Commerce de gros, intermédiaires du commerce;2010;4;2010-12-31;2244.0;1584.0;5762.0;15533.0;30605633.0
F1 - BTP gros-oeuvre;2011;1;2011-03-31;4149.0;1167.0;11813.0;28351.0;50051574.0
QZ - Santé;2011;1;2011-03-31;3290.0;599.0;13067.0;19512.0;30427400.0
G6 - Commerce de détail non spécialisé;2011;2;2011-06-30;4072.0;3953.0;12787.0;31612.0;44732113.0
JZ - Informatique, information et communication;2011;2;2011-06-30;3296.0;3404.0;13328.0;33701.0;46810954.0
CZ2 - Métiers de bouche;2011;3;2011-09-30;1197.0;1031.0;6651.0;12520.0;29158829.0
M1 - Activités juridiques;2011;3;2011-09-30;127.0;36.0;731.0;1182.0;3426352.0
N2 - Autres activités de service administratif et de soutien;2011;3;2011-09-30;3087.0;2653.0;15583.0;32697.0;50089342.0
G2 - Commerce de gros, intermédiaires du commerce;2011;4;2011-12-31;2240.0;2293.0;7582.0;18066.0;38460155.0
HZ4 - Autres activités de transports et entreposage;2011;4;2011-12-31;341.0;209.0;790.0;2128.0;2741269.0
IZ1 - Hébergement;2011;4;2011-12-31;162.0;199.0;2427.0;3606.0;7845845.0
G1 - Commerce-réparation d'automobiles;2012;1;2012-03-31;2860.0;1477.0;7257.0;16336.0;32251251.0
IZ1 - Hébergement;2012;1;2012-03-31;388.0;99.0;2390.0;3895.0;6997616.0
F3 - BTP travaux de finition;2012;2;2012-06-30;6064.0;3219.0;28523.0;54103.0;137205314.0
N1 - Activités de nettoyage;2012;2;2012-06-30;2106.0;1072.0;10034.0;18061.0;29708718.0
HZ3 - Activités de poste et de courrier;2012;3;2012-09-30;141.0;98.0;337.0;998.0;976478.0
IZ2 - Restauration et débits de boissons;2012;3;2012-09-30;1945.0;1661.0;10691.0;19279.0;65595620.0
R2 - Activités sportives;2012;3;2012-09-30;2346.0;926.0;11509.0;18807.0;29856622.0
G2 - Commerce de gros, intermédiaires du commerce;2012;4;2012-12-31;2360.0;2969.0;9077.0;20239.0;44614541.0
LZ - Activités immobilières;2012;4;2012-12-31;1085.0;1424.0;4879.0;10353.0;22936793.0
S1 - Réparations hors automobile;2012;4;2012-12-31;1389.0;2150.0;12801.0;20348.0;36006661.0
IZ1 - Hébergement;2013;2;2013-06-30;371.0;135.0;3822.0;4724.0;20272577.0
JZ - Informatique, information et communication;2013;2;2013-06-30;3602.0;2840.0;18736.0;40342.0;60316517.0
JZ - Informatique, information et communication;2013;3;2013-09-30;3570.0;2878.0;18863.0;41034.0;56309863.0
N1 - Activités de nettoyage;2013;3;2013-09-30;1675.0;1164.0;13094.0;21180.0;38975045.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2013;4;2013-12-31;1850.0;2176.0;13434.0;25176.0;43186629.0
S2 - Coiffure et soins du corps;2013;4;2013-12-31;3627.0;3598.0;35119.0;46812.0;83435890.0
F2 - BTP travaux d'installation;2014;1;2014-03-31;3679.0;1802.0;17952.0;32509.0;80563774.0
F3 - BTP travaux de finition;2014;1;2014-03-31;7143.0;3164.0;35950.0;66320.0;145902387.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2014;2;2014-06-30;349.0;231.0;1540.0;2744.0;7000204.0
S1 - Réparations hors automobile;2014;2;2014-06-30;1754.0;1244.0;14920.0;22715.0;40228201.0
N1 - Activités de nettoyage;2014;3;2014-09-30;2378.0;1319.0;15610.0;25325.0;44819770.0
QZ - Santé;2014;3;2014-09-30;3138.0;1495.0;31922.0;42777.0;66677197.0
CZ1 - Industrie;2014;4;2014-12-31;3662.0;4420.0;35350.0;52441.0;101672865.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2014;4;2014-12-31;295.0;314.0;1533.0;2718.0;7684156.0
HZ4 - Autres activités de transports et entreposage;2014;4;2014-12-31;426.0;475.0;1538.0;3810.0;4733469.0
UZ - Autres;2014;4;2014-12-31;1.0;6.0;31.0;61.0;84746.0
JZ - Informatique, information et communication;2015;1;2015-03-31;4385.0;1834.0;20250.0;43072.0;65701759.0
R1 - Arts, spectacles et autres activités récréatives;2015;1;2015-03-31;4482.0;1519.0;25991.0;53016.0;56663486.0
M3 - Conseil pour les affaires et autres conseils de gestion;2020;3;2020-09-30;11453.0;4351.0;44863.0;120056.0;246532238.0
HZ2 - Transports routier de fret et déménagement;2020;4;2020-12-31;718.0;775.0;2288.0;5345.0;8470791.0
CZ2 - Métiers de bouche;2021;1;2021-03-31;2138.0;558.0;14193.0;26161.0;59915666.0
G1 - Commerce-réparation d'automobiles;2021;1;2021-03-31;5393.0;1500.0;22218.0;47856.0;106165510.0
F3 - BTP travaux de finition;2021;2;2021-06-30;5454.0;1649.0;67938.0;105645.0;485104886.0
G2 - Commerce de gros, intermédiaires du commerce;2021;2;2021-06-30;5107.0;1880.0;27614.0;63391.0;202924094.0
HZ1 - Taxis - VTC;2021;2;2021-06-30;1624.0;583.0;10766.0;23622.0;40338984.0
JZ - Informatique, information et communication;2021;2;2021-06-30;8241.0;2320.0;44654.0;90081.0;280639489.0
CZ1 - Industrie;2021;3;2021-09-30;6654.0;1847.0;73316.0;119912.0;259717396.0
F1 - BTP gros-oeuvre;2021;3;2021-09-30;3541.0;1359.0;42075.0;72527.0;273828358.0
IZ1 - Hébergement;2021;3;2021-09-30;512.0;275.0;9341.0;11800.0;105451948.0
IZ2 - Restauration et débits de boissons;2021;3;2021-09-30;2705.0;1714.0;29741.0;61857.0;198158797.0
M2 - Activités comptables, de conseil et d'ingénierie;2021;3;2021-09-30;6922.0;2285.0;39413.0;80193.0;217841589.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2021;3;2021-09-30;4329.0;1097.0;31694.0;62122.0;135431465.0
KZ - Activités financières et d'assurance;2021;4;2021-12-31;999.0;1863.0;7016.0;12307.0;52954666.0
M1 - Activités juridiques;2021;4;2021-12-31;123.0;217.0;1305.0;1669.0;12594804.0
PZ - Enseignement;2022;1;2022-03-31;10695.0;2436.0;80732.0;126891.0;299595155.0
F1 - BTP gros-oeuvre;2022;2;2022-06-30;4115.0;1393.0;45339.0;75702.0;332451450.0
HZ2 - Transports routier de fret et déménagement;2022;2;2022-06-30;765.0;301.0;2801.0;7472.0;9894151.0
KZ - Activités financières et d'assurance;2022;2;2022-06-30;967.0;481.0;6624.0;13660.0;45805766.0
F3 - BTP travaux de finition;2022;3;2022-09-30;4740.0;1783.0;70658.0;115579.0;464702117.0
UZ - Autres;2022;3;2022-09-30;5.0;1.0;36.0;61.0;131604.0
F2 - BTP travaux d'installation;2022;4;2022-12-31;3860.0;6825.8303189;42002.0;65970.0;348703193.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2022;4;2022-12-31;2238.0;6296.0546429;32583.0;51842.0;172184874.0
G6 - Commerce de détail non spécialisé;2022;4;2022-12-31;6904.0;12988.463515;36967.0;78923.0;172070439.0
HZ4 - Autres activités de transports et entreposage;2022;4;2022-12-31;428.0;741.80696203;2376.0;4937.0;10456900.0
JZ - Informatique, information et communication;2022;4;2022-12-31;9165.0;12791.98942;54920.0;108199.0;409694083.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2022;4;2022-12-31;4837.0;6561.7235772;38320.0;71707.0;189871169.0
QZ - Santé;2022;4;2022-12-31;4223.0;8880.1281477;82733.0;106992.0;341625387.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2023;1;2023-03-31;2895.0;1075.0;31039.0;53662.0;136791461.0
HZ3 - Activités de poste et de courrier;2023;1;2023-03-31;13317.0;3688.0;35860.0;196284.0;45829161.0
LZ - Activités immobilières;2023;1;2023-03-31;6916.0;2174.0;24958.0;66314.0;208837436.0
M3 - Conseil pour les affaires et autres conseils de gestion;2023;1;2023-03-31;17424.0;5499.0;65077.0;163419.0;437471415.0
S3 - Autres services personnels;2023;1;2023-03-31;13883.0;3147.0;89693.0;146628.0;267047440.0
AZ - Agriculture, sylviculture et pêche;2023;2;2023-06-30;140.0;51.0;2178.0;3292.0;10015325.0
KZ - Activités financières et d'assurance;2023;2;2023-06-30;903.0;476.0;6479.0;14261.0;42951090.0
M3 - Conseil pour les affaires et autres conseils de gestion;2023;2;2023-06-30;13478.0;5123.0;65343.0;171774.0;447856483.0
M5 - Autres activités scientifiques et techniques;2023;2;2023-06-30;6246.0;1894.0;57791.0;111933.0;284199150.0
N1 - Activités de nettoyage;2023;2;2023-06-30;10237.0;1891.0;67718.0;118531.0;286224140.0
N2 - Autres activités de service administratif et de soutien;2023;2;2023-06-30;9053.0;2066.0;51058.0;93621.0;236634181.0
UZ - Autres;2023;2;2023-06-30;7.0;0.0;38.0;71.0;163577.0
M2 - Activités comptables, de conseil et d'ingénierie;2023;3;2023-09-30;5875.0;2427.0;44795.0;104040.0;263506526.0
M5 - Autres activités scientifiques et techniques;2023;3;2023-09-30;6136.0;1955.0;57450.0;116114.0;271975574.0
S3 - Autres services personnels;2023;3;2023-09-30;11194.0;3372.0;93864.0;162070.0;273665083.0
CZ1 - Industrie;2023;4;2023-12-31;8678.0;13256.19203;96461.0;149809.0;354936012.0
HZ1 - Taxis - VTC;2023;4;2023-12-31;2518.0;3651.4705882;14828.0;27584.0;67258624.0
N2 - Autres activités de service administratif et de soutien;2023;4;2023-12-31;8890.0;10762.537643;54584.0;98275.0;255823270.0
S1 - Réparations hors automobile;2023;4;2023-12-31;1225.0;3714.2285387;22586.0;33641.0;91728534.0
G1 - Commerce-réparation d'automobiles;2024;1;2024-03-31;5956.0;1767.0;26907.0;60311.0;138334167.0
M3 - Conseil pour les affaires et autres conseils de gestion;2024;1;2024-03-31;12828.0;4336.0;67700.0;171991.0;467870536.0
M5 - Autres activités scientifiques et techniques;2024;1;2024-03-31;9351.0;1902.0;59270.0;117794.0;278761778.0
S1 - Réparations hors automobile;2024;1;2024-03-31;1814.0;555.0;22464.0;34900.0;86588796.0
CZ2 - Métiers de bouche;2024;2;2024-06-30;2232.0;619.0;19461.0;34013.0;93523525.0
F3 - BTP travaux de finition;2024;2;2024-06-30;5712.0;1858.0;76074.0;126587.0;568315165.0
M5 - Autres activités scientifiques et techniques;2024;2;2024-06-30;7393.0;1931.0;61781.0;123256.0;313313956.0
HZ2 - Transports routier de fret et déménagement;2024;3;2024-09-30;2560.0;537.0;4061.0;15436.0;14340195.0
JZ - Informatique, information et communication;2024;3;2024-09-30;9396.0;2706.0;61439.0;150831.0;476308069.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2024;3;2024-09-30;3901.0;1111.0;39619.0;89567.0;183370017.0
S2 - Coiffure et soins du corps;2024;3;2024-09-30;6601.0;2028.0;88566.0;130690.0;292883913.0
R1 - Arts, spectacles et autres activités récréatives;2024;4;2024-12-31;7409.0;12803.071429;77119.0;142929.0;291866296.0
R2 - Activités sportives;2024;4;2024-12-31;3270.0;5129.5539834;48337.0;76148.0;169937626.0
AZ - Agriculture, sylviculture et pêche;2009;1;2009-03-31;224.0;0.0;60.0;224.0;206014.0
HZ4 - Autres activités de transports et entreposage;2009;1;2009-03-31;155.0;2.0;28.0;153.0;93794.0
QZ - Santé;2009;1;2009-03-31;1900.0;20.0;435.0;1880.0;1037439.0
CZ1 - Industrie;2009;2;2009-06-30;3543.0;94.0;3431.0;7762.0;11972198.0
IZ2 - Restauration et débits de boissons;2009;2;2009-06-30;2405.0;103.0;1515.0;4261.0;10267560.0
CZ1 - Industrie;2009;3;2009-09-30;3179.0;193.0;5455.0;10748.0;16849247.0
UZ - Autres;2009;4;2009-12-31;15.0;6.0;26.0;79.0;109255.0
G2 - Commerce de gros, intermédiaires du commerce;2010;1;2010-03-31;4061.0;514.0;3678.0;11416.0;15472058.0
HZ1 - Taxis - VTC;2010;1;2010-03-31;287.0;33.0;295.0;702.0;992224.0
HZ2 - Transports routier de fret et déménagement;2010;1;2010-03-31;349.0;58.0;263.0;924.0;854009.0
HZ4 - Autres activités de transports et entreposage;2010;2;2010-06-30;301.0;55.0;478.0;1288.0;1604964.0
M1 - Activités juridiques;2010;2;2010-06-30;51.0;16.0;643.0;905.0;2793044.0
QZ - Santé;2010;2;2010-06-30;2217.0;321.0;8576.0;13755.0;19467428.0
HZ1 - Taxis - VTC;2010;3;2010-09-30;161.0;46.0;396.0;966.0;1379816.0
JZ - Informatique, information et communication;2010;3;2010-09-30;3926.0;923.0;10881.0;30787.0;34828366.0
CZ1 - Industrie;2010;4;2010-12-31;3409.0;1710.0;15622.0;28003.0;49318246.0
F1 - BTP gros-oeuvre;2010;4;2010-12-31;3307.0;1670.0;10156.0;25369.0;46343524.0
HZ1 - Taxis - VTC;2010;4;2010-12-31;181.0;92.0;424.0;1055.0;1528647.0
IZ2 - Restauration et débits de boissons;2010;4;2010-12-31;1706.0;1132.0;6140.0;14209.0;30173889.0
M4 - Activités spécialisées de design, graphisme et d'infographie;2010;4;2010-12-31;2906.0;1517.0;8193.0;20269.0;28043611.0
N2 - Autres activités de service administratif et de soutien;2010;4;2010-12-31;3964.0;2912.0;12976.0;29655.0;42874301.0
UZ - Autres;2010;4;2010-12-31;15.0;10.0;52.0;127.0;181511.0
G5 - Commerce de détail sur marchés non classé ailleurs;2011;1;2011-03-31;5252.0;1463.0;17512.0;35800.0;33951109.0
LZ - Activités immobilières;2011;1;2011-03-31;1519.0;487.0;3068.0;7708.0;14473459.0
M3 - Conseil pour les affaires et autres conseils de gestion;2011;1;2011-03-31;5471.0;2408.0;15895.0;37570.0;78573565.0
R1 - Arts, spectacles et autres activités récréatives;2011;1;2011-03-31;4286.0;1516.0;13447.0;33515.0;30364624.0
AZ - Agriculture, sylviculture et pêche;2011;2;2011-06-30;151.0;105.0;792.0;1473.0;2430198.0
HZ2 - Transports routier de fret et déménagement;2011;2;2011-06-30;158.0;192.0;462.0;1239.0;1675148.0
S2 - Coiffure et soins du corps;2011;2;2011-06-30;3763.0;2146.0;23495.0;34665.0;58447643.0
M3 - Conseil pour les affaires et autres conseils de gestion;2011;3;2011-09-30;3173.0;2780.0;16490.0;38677.0;74351193.0
M5 - Autres activités scientifiques et techniques;2011;3;2011-09-30;3347.0;2071.0;15110.0;32186.0;52073513.0
PZ - Enseignement;2011;3;2011-09-30;4255.0;2938.0;19618.0;38425.0;48541986.0
AZ - Agriculture, sylviculture et pêche;2011;4;2011-12-31;124.0;123.0;883.0;1524.0;2744319.0
KZ - Activités financières et d'assurance;2011;4;2011-12-31;448.0;560.0;1849.0;3675.0;8018432.0
LZ - Activités immobilières;2011;4;2011-12-31;1268.0;1177.0;4009.0;8938.0;20468061.0
F2 - BTP travaux d'installation;2012;1;2012-03-31;3950.0;2173.0;13333.0;26724.0;64780489.0
G3 - Commerce de détail alimentaire hors métiers de bouche;2012;1;2012-03-31;249.0;210.0;1025.0;2066.0;4365395.0
HZ4 - Autres activités de transports et entreposage;2012;1;2012-03-31;391.0;169.0;877.0;2350.0;2835101.0
KZ - Activités financières et d'assurance;2012;1;2012-03-31;649.0;389.0;1854.0;3935.0;7674390.0
N1 - Activités de nettoyage;2012;1;2012-03-31;2458.0;1159.0;8975.0;17027.0;24690230.0
QZ - Santé;2012;1;2012-03-31;4085.0;889.0;18306.0;26272.0;44895479.0
R2 - Activités sportives;2012;1;2012-03-31;2029.0;647.0;9813.0;16543.0;26924603.0
AZ - Agriculture, sylviculture et pêche;2012;2;2012-06-30;150.0;78.0;1021.0;1716.0;3261806.0
G4 - Commerce de détail non alimentaire (hors pharmacie);2012;2;2012-06-30;3852.0;2490.0;18995.0;34725.0;72100752.0
G5 - Commerce de détail sur marchés non classé ailleurs;2012;2;2012-06-30;3899.0;2278.0;24534.0;41395.0;55561055.0
G6 - Commerce de détail non spécialisé;2012;2;2012-06-30;3646.0;3133.0;15100.0;33123.0;52262227.0
KZ - Activités financières et d'assurance;2012;2;2012-06-30;515.0;361.0;1914.0;4089.0;7274069.0
